Vehicle_ID,Battery_Capacity_kWh,Charging_Time_hr,Range_km,Vehicle_Type,Charging_Station_Type,State_of_Charge
3131.0,97.0,1.18,390.0,,fast,95.0
3132.0,21.0,,580.0,Bus,,61.0
3133.0,60.0,1.48,N/A,Bus,,90.0
,99.0,,564.0,,Slow,45.0
,26.0,3.25,533.0,3-Wheeler,Moderate,72.0
3136.0,92.0,5.4,248.0,Bus,SLOW,11.0
3137.0,47.0,8.53,512.0,Bus,,48.0
3138.0,59.0,6.46,181.0,,,10.0
3139.0,40.0,3.57,258.0,Car,,77.0
3140.0,79.0,3.68,452.0,3-Wheeler,Slow,82.0
3141.0,43.0,9.87,585.0,Bus,Fast,60.0
3142.0,34.0,3.7,,Car,Slow,44.0
3143.0,77.0,4.89,587.0,2-Wheeler,Fast,69.0
3144.0,85.0,3.16,207.0,,,62.0
3145.0,unknown,error,523.0,3-Wheeler,Moderate,92.0
3146.0,unknown,9.11,167.0,2-Wheeler,,
3147.0,59.0,2.32,239.0,Bus,fast,57.0
3148.0,unknown,8.12,413.0,,SLOW,58.0
3149.0,50.0,6.89,514.0,2-Wheeler,Slow,74.0
3150.0,38.0,5.42,,,,98.0
3151.0,58.0,2.98,330.0,CAR,fast,19.0
3152.0,28.0,2.11,207.0,2-Wheeler,fast,52.0
3153.0,51.0,error,576.0,car,,81.0
3154.0,71.0,,458.0,,fast,45.0
3155.0,,0.66,317.0,,Slow,86.0
3156.0,44.0,5.72,570.0,3-Wheeler,,36.0
3157.0,70.0,,456.0,Bus,SLOW,42.0
3158.0,27.0,,,,,39.0
3159.0,23.0,2.18,181.0,CAR,Moderate,67.0
3160.0,23.0,,452.0,car,fast,44.0
3161.0,47.0,6.39,180.0,Car,Moderate,27.0
3162.0,54.0,1.75,207.0,Car,fast,36.0
3163.0,unknown,6.07,239.0,3-Wheeler,,60.0
3164.0,47.0,0.52,540.0,,Moderate,83.0
3165.0,64.0,,296.0,CAR,Slow,60.0
3166.0,90.0,,N/A,Car,,84.0
3167.0,99.0,,537.0,car,Moderate,52.0
3168.0,29.0,6.56,301.0,CAR,,56.0
3169.0,33.0,0.86,,car,fast,22.0
3170.0,62.0,9.39,225.0,Car,fast,63.0
3171.0,24.0,,543.0,,SLOW,40.0
3172.0,unknown,7.12,241.0,,Moderate,
3173.0,74.0,0.94,545.0,Car,Moderate,98.0
3174.0,28.0,2.19,323.0,,Fast,98.0
,68.0,2.32,540.0,car,Slow,65.0
3176.0,41.0,9.58,590.0,car,Slow,57.0
3177.0,55.0,5.76,587.0,Bus,,
3178.0,45.0,3.75,N/A,,Fast,17.0
3179.0,86.0,8.62,N/A,car,Fast,38.0
,56.0,7.51,381.0,car,fast,10.0
3181.0,78.0,9.59,120.0,Car,Fast,83.0
3182.0,87.0,7.73,111.0,,fast,22.0
3183.0,,6.86,,,Slow,60.0
3184.0,80.0,7.27,303.0,Car,fast,14.0
3185.0,82.0,,366.0,Car,Moderate,30.0
3186.0,25.0,,207.0,Car,Fast,25.0
3187.0,66.0,7.6,561.0,CAR,Fast,21.0
,58.0,8.3,280.0,Car,Moderate,71.0
,26.0,5.5,,,SLOW,86.0
3190.0,38.0,3.89,192.0,,Moderate,44.0
3191.0,76.0,5.17,373.0,CAR,Fast,15.0
3192.0,48.0,6.34,552.0,car,,
,unknown,9.91,208.0,CAR,,65.0
3194.0,44.0,6.7,505.0,3-Wheeler,Slow,71.0
,32.0,,499.0,3-Wheeler,fast,20.0
3196.0,94.0,9.41,,2-Wheeler,Slow,26.0
3197.0,92.0,3.56,,Bus,Moderate,52.0
3198.0,,9.57,338.0,2-Wheeler,,25.0
,,0.82,138.0,,,
3200.0,78.0,1.82,,Car,,13.0
3201.0,,5.18,555.0,car,Fast,18.0
3202.0,68.0,1.19,414.0,CAR,SLOW,33.0
3203.0,77.0,9.91,201.0,CAR,Moderate,97.0
3204.0,50.0,1.57,552.0,,fast,67.0
3205.0,20.0,7.59,179.0,,SLOW,81.0
3206.0,66.0,6.78,224.0,2-Wheeler,Fast,67.0
3207.0,,,185.0,Bus,fast,54.0
3208.0,unknown,4.97,277.0,3-Wheeler,SLOW,58.0
3209.0,36.0,6.22,144.0,Bus,fast,48.0
3210.0,78.0,4.0,325.0,,SLOW,21.0
3211.0,37.0,7.18,132.0,2-Wheeler,,40.0
3212.0,unknown,error,126.0,Car,SLOW,50.0
3213.0,83.0,9.29,253.0,,,78.0
3214.0,51.0,4.83,303.0,Car,Fast,71.0
3215.0,66.0,3.73,196.0,,,90.0
3216.0,,5.13,558.0,CAR,Fast,
3217.0,60.0,8.07,527.0,,Slow,28.0
3218.0,25.0,2.38,274.0,Car,,23.0
3219.0,unknown,7.15,174.0,CAR,fast,69.0
,27.0,7.45,407.0,3-Wheeler,,86.0
3221.0,36.0,,158.0,car,Moderate,83.0
3222.0,70.0,1.2,518.0,,Fast,71.0
3223.0,32.0,7.7,428.0,Bus,Moderate,12.0
3224.0,41.0,5.15,225.0,Bus,fast,28.0
,,1.53,,,SLOW,48.0
3226.0,75.0,0.62,586.0,3-Wheeler,Slow,11.0
3227.0,25.0,8.15,434.0,2-Wheeler,SLOW,19.0
3228.0,63.0,7.6,118.0,2-Wheeler,SLOW,68.0
3229.0,80.0,4.04,423.0,3-Wheeler,,55.0
3230.0,65.0,3.87,210.0,Car,Fast,76.0
,37.0,3.72,,2-Wheeler,Slow,69.0
3232.0,77.0,8.67,465.0,2-Wheeler,fast,27.0
3233.0,54.0,error,N/A,Bus,Fast,94.0
3234.0,40.0,5.71,,CAR,Moderate,37.0
3235.0,42.0,4.85,549.0,3-Wheeler,Slow,
3236.0,59.0,4.62,541.0,3-Wheeler,,83.0
3237.0,42.0,4.41,468.0,2-Wheeler,Moderate,
3238.0,36.0,4.0,435.0,Bus,,60.0
3239.0,55.0,1.77,585.0,CAR,Slow,77.0
3240.0,33.0,1.6,334.0,,SLOW,17.0
3241.0,32.0,5.72,539.0,Car,Moderate,
3242.0,43.0,1.45,543.0,,Slow,75.0
3243.0,29.0,4.17,,car,Fast,92.0
3244.0,31.0,3.22,163.0,car,,53.0
3245.0,46.0,1.83,267.0,3-Wheeler,Fast,67.0
,81.0,7.11,251.0,CAR,Fast,59.0
3247.0,unknown,2.73,,CAR,,79.0
3248.0,99.0,1.45,556.0,2-Wheeler,Moderate,34.0
3249.0,81.0,8.78,,2-Wheeler,Moderate,
3250.0,,9.8,N/A,,Slow,39.0
3251.0,90.0,error,398.0,2-Wheeler,Slow,23.0
3252.0,59.0,5.67,372.0,CAR,Moderate,93.0
3253.0,47.0,5.38,214.0,Car,,96.0
3254.0,53.0,error,445.0,Bus,,46.0
3255.0,85.0,0.84,217.0,Bus,Moderate,38.0
3256.0,72.0,,297.0,car,Fast,57.0
3257.0,96.0,7.58,558.0,,Fast,10.0
3258.0,,5.68,N/A,car,fast,
3259.0,21.0,1.46,130.0,,SLOW,
3260.0,77.0,6.68,N/A,2-Wheeler,,89.0
3261.0,67.0,0.83,311.0,2-Wheeler,fast,22.0
3262.0,38.0,5.08,290.0,,fast,62.0
3263.0,89.0,1.08,530.0,,Slow,84.0
3264.0,,5.81,482.0,2-Wheeler,fast,72.0
3265.0,79.0,error,525.0,,,53.0
3266.0,89.0,error,,2-Wheeler,,35.0
3267.0,45.0,2.08,,,,
3268.0,unknown,1.7,275.0,car,Slow,64.0
3269.0,91.0,8.59,420.0,2-Wheeler,,98.0
3270.0,23.0,8.24,569.0,3-Wheeler,Fast,12.0
3271.0,26.0,1.69,560.0,,fast,88.0
3272.0,46.0,1.45,451.0,2-Wheeler,Fast,52.0
3273.0,,error,120.0,2-Wheeler,,72.0
3274.0,53.0,,424.0,Bus,Moderate,22.0
3275.0,76.0,3.29,,Car,,24.0
3276.0,80.0,,341.0,,,18.0
3277.0,64.0,error,405.0,,Moderate,91.0
3278.0,66.0,,242.0,Car,Fast,73.0
3279.0,81.0,6.07,245.0,Car,Moderate,22.0
3280.0,84.0,1.41,254.0,car,SLOW,23.0
3281.0,79.0,6.61,136.0,,SLOW,22.0
3282.0,35.0,error,,car,SLOW,85.0
3283.0,50.0,2.91,285.0,Bus,Slow,49.0
3284.0,66.0,8.77,173.0,,Slow,74.0
,,error,193.0,Car,Slow,66.0
3286.0,24.0,0.76,595.0,Car,,25.0
3287.0,unknown,6.83,345.0,,fast,
3288.0,80.0,4.18,430.0,Bus,Fast,
3289.0,59.0,8.33,196.0,Car,Moderate,93.0
3290.0,89.0,1.43,N/A,,,23.0
,,6.05,471.0,3-Wheeler,Slow,33.0
3292.0,38.0,1.82,212.0,,,
3293.0,50.0,3.7,237.0,,,96.0
,32.0,4.03,,3-Wheeler,,73.0
,24.0,4.73,143.0,car,,
3296.0,94.0,5.04,379.0,3-Wheeler,Slow,65.0
3297.0,57.0,2.27,148.0,3-Wheeler,Slow,87.0
3298.0,,6.15,286.0,2-Wheeler,fast,
3299.0,66.0,2.07,294.0,Bus,,84.0
3300.0,56.0,1.44,252.0,Car,,64.0
3301.0,71.0,8.47,560.0,2-Wheeler,fast,79.0
3302.0,48.0,3.03,192.0,,Slow,81.0
3303.0,76.0,1.96,125.0,2-Wheeler,fast,40.0
,60.0,,594.0,,fast,93.0
3305.0,88.0,,,Car,fast,94.0
3306.0,53.0,3.51,302.0,car,fast,98.0
3307.0,31.0,9.19,481.0,car,fast,65.0
3308.0,80.0,9.18,372.0,,Fast,71.0
3309.0,97.0,0.54,,3-Wheeler,SLOW,
3310.0,53.0,1.84,575.0,,,68.0
3311.0,30.0,6.0,450.0,3-Wheeler,Moderate,78.0
3312.0,43.0,9.17,273.0,,Moderate,76.0
3313.0,85.0,2.66,445.0,Bus,Fast,37.0
3314.0,89.0,2.31,189.0,2-Wheeler,fast,32.0
3315.0,79.0,8.7,363.0,CAR,,
3316.0,50.0,0.93,,CAR,,34.0
,20.0,0.63,397.0,Bus,Moderate,57.0
3318.0,72.0,6.06,414.0,2-Wheeler,,49.0
3319.0,58.0,7.61,,Bus,Slow,32.0
3320.0,46.0,1.86,554.0,,,15.0
3321.0,91.0,4.06,530.0,CAR,SLOW,68.0
3322.0,57.0,3.16,,Bus,fast,35.0
3323.0,63.0,9.45,128.0,Car,Slow,97.0
3324.0,50.0,4.25,334.0,,Slow,51.0
,35.0,9.67,,Bus,,91.0
3326.0,71.0,1.47,395.0,car,fast,53.0
3327.0,24.0,7.08,269.0,Bus,Fast,50.0
3328.0,77.0,6.27,484.0,Car,Moderate,
,,3.73,360.0,,fast,87.0
3330.0,48.0,5.59,329.0,2-Wheeler,fast,79.0
3331.0,78.0,8.83,444.0,,fast,60.0
,65.0,5.78,315.0,,SLOW,59.0
3333.0,85.0,7.65,368.0,CAR,,81.0
,44.0,9.79,364.0,Car,Slow,55.0
3335.0,88.0,,150.0,3-Wheeler,,70.0
3336.0,72.0,2.5,541.0,CAR,Moderate,
3337.0,,error,259.0,car,fast,95.0
3338.0,71.0,6.24,473.0,CAR,Slow,29.0
3339.0,71.0,9.95,269.0,3-Wheeler,Slow,96.0
3340.0,68.0,4.07,594.0,2-Wheeler,Slow,53.0
3341.0,34.0,8.24,341.0,3-Wheeler,fast,41.0
3342.0,36.0,0.72,448.0,3-Wheeler,Moderate,70.0
3343.0,47.0,3.85,459.0,Bus,fast,47.0
3344.0,57.0,8.46,337.0,Bus,SLOW,
3345.0,,3.23,119.0,Car,Fast,10.0
3346.0,72.0,2.32,198.0,car,Moderate,78.0
3347.0,82.0,error,505.0,Bus,Fast,86.0
3348.0,23.0,6.84,309.0,3-Wheeler,SLOW,30.0
3349.0,49.0,2.68,,,fast,30.0
3350.0,79.0,4.58,N/A,CAR,,
3351.0,51.0,2.89,425.0,Bus,fast,36.0
3352.0,unknown,3.03,160.0,,,61.0
3353.0,unknown,,281.0,CAR,Moderate,27.0
3354.0,41.0,2.35,491.0,Bus,Moderate,41.0
3355.0,60.0,1.56,,2-Wheeler,Fast,15.0
3356.0,60.0,5.64,189.0,Bus,Fast,83.0
3357.0,87.0,6.45,332.0,car,,10.0
3358.0,92.0,2.91,458.0,2-Wheeler,Moderate,41.0
3359.0,38.0,6.12,226.0,3-Wheeler,SLOW,89.0
3360.0,46.0,8.56,444.0,car,SLOW,59.0
3361.0,41.0,,106.0,Car,,80.0
3362.0,,error,,,Moderate,51.0
3363.0,38.0,8.84,159.0,2-Wheeler,Slow,57.0
3364.0,76.0,5.38,,2-Wheeler,Moderate,46.0
3365.0,94.0,2.06,379.0,3-Wheeler,Fast,
3366.0,88.0,3.42,444.0,3-Wheeler,Fast,49.0
3367.0,96.0,6.97,448.0,Bus,Moderate,69.0
3368.0,26.0,9.07,545.0,Car,fast,55.0
3369.0,29.0,1.79,498.0,Car,,
3370.0,63.0,1.68,586.0,Bus,Fast,31.0
3371.0,32.0,error,571.0,Car,Slow,17.0
3372.0,53.0,2.84,456.0,,Moderate,30.0
3373.0,48.0,9.2,200.0,,Fast,40.0
3374.0,60.0,6.91,,2-Wheeler,,70.0
3375.0,21.0,3.41,530.0,,fast,52.0
3376.0,94.0,2.41,329.0,Bus,,50.0
3377.0,52.0,6.51,336.0,Car,Slow,32.0
3378.0,44.0,9.04,N/A,CAR,SLOW,32.0
3379.0,66.0,5.19,,,Moderate,85.0
3380.0,94.0,3.4,395.0,Bus,Slow,32.0
3381.0,84.0,,200.0,car,,
3382.0,74.0,7.79,554.0,CAR,,71.0
3383.0,45.0,6.05,N/A,Bus,Fast,43.0
3384.0,73.0,2.59,179.0,2-Wheeler,Moderate,59.0
,unknown,0.9,367.0,CAR,Fast,17.0
3386.0,33.0,4.2,426.0,2-Wheeler,fast,94.0
3387.0,31.0,6.0,570.0,,Moderate,26.0
3388.0,,9.14,574.0,Bus,Fast,22.0
3389.0,52.0,8.7,322.0,Car,Fast,98.0
,52.0,4.55,370.0,3-Wheeler,Slow,
3391.0,28.0,error,457.0,Car,Moderate,36.0
3392.0,95.0,8.97,447.0,car,,11.0
3393.0,93.0,0.99,580.0,Car,,85.0
3394.0,63.0,4.71,445.0,Bus,fast,16.0
3395.0,29.0,3.15,141.0,Car,,26.0
3396.0,,8.09,108.0,,,96.0
3397.0,30.0,5.95,525.0,2-Wheeler,Moderate,63.0
3398.0,unknown,3.81,145.0,Car,SLOW,97.0
3399.0,41.0,8.4,562.0,3-Wheeler,Fast,85.0
,,8.12,342.0,CAR,fast,64.0
3401.0,60.0,1.99,481.0,2-Wheeler,Moderate,10.0
3402.0,,7.07,365.0,Bus,Slow,12.0
3403.0,63.0,7.6,196.0,car,fast,56.0
3404.0,35.0,4.17,467.0,2-Wheeler,SLOW,44.0
3405.0,43.0,9.5,448.0,,Fast,23.0
3406.0,,9.33,564.0,Car,SLOW,71.0
,,2.18,431.0,CAR,Slow,86.0
3408.0,41.0,3.49,,,Slow,11.0
3409.0,85.0,7.82,204.0,CAR,Fast,77.0
3410.0,59.0,9.38,269.0,CAR,Slow,99.0
3411.0,29.0,8.21,,2-Wheeler,Slow,13.0
3412.0,50.0,7.15,518.0,,Moderate,81.0
3413.0,,0.87,N/A,2-Wheeler,fast,59.0
3414.0,81.0,4.9,,,fast,34.0
3415.0,56.0,6.52,555.0,car,Moderate,67.0
3416.0,31.0,9.32,310.0,,,20.0
3417.0,75.0,1.96,502.0,3-Wheeler,,48.0
3418.0,90.0,4.19,213.0,,,59.0
3419.0,,3.57,591.0,car,,67.0
3420.0,55.0,6.38,426.0,,fast,62.0
3421.0,41.0,4.94,232.0,,Moderate,42.0
3422.0,65.0,6.6,287.0,Car,,12.0
3423.0,44.0,2.41,,Bus,Fast,36.0
3424.0,56.0,1.46,414.0,CAR,fast,37.0
3425.0,92.0,2.55,265.0,Car,Moderate,41.0
3426.0,30.0,1.35,444.0,Car,fast,
3427.0,91.0,9.95,209.0,,Moderate,67.0
3428.0,91.0,9.77,582.0,CAR,fast,71.0
3429.0,49.0,1.02,326.0,,Fast,47.0
3430.0,,7.35,,,Moderate,
3431.0,35.0,2.71,587.0,CAR,,63.0
3432.0,29.0,2.75,598.0,,Moderate,93.0
3433.0,86.0,,135.0,Car,Slow,20.0
3434.0,75.0,6.62,307.0,,,60.0
3435.0,73.0,4.54,506.0,,Slow,11.0
3436.0,91.0,1.52,306.0,Bus,fast,57.0
,45.0,6.65,,car,SLOW,89.0
3438.0,80.0,0.77,343.0,,SLOW,35.0
3439.0,64.0,6.79,560.0,,Moderate,
3440.0,32.0,6.52,393.0,CAR,Fast,16.0
3441.0,91.0,1.12,529.0,2-Wheeler,fast,66.0
,35.0,9.54,387.0,,,76.0
3443.0,45.0,5.13,324.0,Car,,85.0
3444.0,65.0,4.65,398.0,Car,Moderate,12.0
3445.0,unknown,7.47,127.0,car,Fast,83.0
3446.0,94.0,2.28,185.0,Car,Moderate,
3447.0,90.0,,,,SLOW,42.0
3448.0,32.0,7.0,202.0,,,19.0
3449.0,98.0,9.35,310.0,CAR,SLOW,95.0
,52.0,,N/A,car,,89.0
3451.0,49.0,3.05,135.0,3-Wheeler,Slow,56.0
3452.0,43.0,9.14,523.0,Bus,Slow,89.0
3453.0,24.0,8.12,,CAR,Fast,
3454.0,unknown,4.09,306.0,Car,Fast,71.0
3455.0,44.0,3.95,516.0,Bus,Fast,74.0
3456.0,47.0,1.89,546.0,Car,,39.0
3457.0,47.0,0.99,N/A,3-Wheeler,,53.0
3458.0,21.0,,427.0,Bus,,16.0
3459.0,95.0,1.07,N/A,3-Wheeler,Moderate,82.0
3460.0,23.0,3.7,291.0,Bus,SLOW,94.0
3461.0,unknown,1.91,145.0,Car,Slow,41.0
,64.0,2.81,460.0,,,15.0
3463.0,99.0,0.86,558.0,Bus,Moderate,84.0
3464.0,87.0,6.54,221.0,3-Wheeler,Slow,20.0
3465.0,,2.26,246.0,Bus,SLOW,96.0
,81.0,0.77,218.0,car,fast,10.0
3467.0,53.0,8.43,414.0,2-Wheeler,Moderate,30.0
3468.0,67.0,4.54,120.0,3-Wheeler,SLOW,80.0
3469.0,37.0,,,Car,Slow,27.0
3470.0,58.0,0.93,425.0,,fast,98.0
3471.0,93.0,7.12,401.0,2-Wheeler,SLOW,45.0
,38.0,2.66,275.0,3-Wheeler,SLOW,36.0
3473.0,unknown,error,280.0,3-Wheeler,Fast,65.0
3474.0,42.0,9.02,,Car,Moderate,54.0
3475.0,72.0,5.63,388.0,Car,Moderate,73.0
3476.0,unknown,2.75,441.0,2-Wheeler,Slow,35.0
3477.0,91.0,error,579.0,Bus,Fast,47.0
3478.0,44.0,3.27,318.0,,Fast,63.0
,25.0,2.28,116.0,3-Wheeler,,89.0
3480.0,37.0,6.14,108.0,car,fast,32.0
3481.0,unknown,3.84,363.0,2-Wheeler,Moderate,99.0
3482.0,53.0,2.13,113.0,,Moderate,67.0
3483.0,33.0,7.54,420.0,Bus,SLOW,33.0
3484.0,97.0,4.15,N/A,Car,fast,92.0
3485.0,70.0,2.49,465.0,CAR,Moderate,
3486.0,46.0,7.44,322.0,3-Wheeler,,38.0
3487.0,97.0,1.13,,CAR,Moderate,10.0
3488.0,,7.92,120.0,car,Moderate,
3489.0,25.0,5.2,136.0,Car,fast,18.0
3490.0,99.0,4.35,212.0,Bus,Slow,45.0
3491.0,unknown,8.56,113.0,,fast,51.0
3492.0,29.0,9.38,207.0,,Fast,33.0
3493.0,,3.46,382.0,2-Wheeler,Fast,14.0
3494.0,40.0,0.93,422.0,,Moderate,49.0
3495.0,90.0,6.44,,,fast,33.0
3496.0,23.0,3.0,244.0,car,SLOW,46.0
3497.0,54.0,2.67,244.0,car,SLOW,86.0
3498.0,72.0,3.73,548.0,Car,SLOW,78.0
3499.0,57.0,4.07,285.0,Car,Slow,47.0
3500.0,32.0,7.58,,car,Moderate,23.0
3501.0,59.0,8.72,422.0,2-Wheeler,Fast,88.0
3502.0,59.0,9.89,443.0,Car,Slow,21.0
3503.0,21.0,8.33,203.0,Bus,Fast,56.0
3504.0,37.0,3.13,482.0,car,,53.0
3505.0,70.0,8.66,100.0,2-Wheeler,Moderate,42.0
3506.0,35.0,2.5,112.0,CAR,,66.0
3507.0,69.0,5.78,332.0,,fast,43.0
3508.0,61.0,4.24,566.0,Car,fast,30.0
3509.0,,1.25,254.0,CAR,SLOW,63.0
3510.0,29.0,7.09,374.0,Car,Fast,29.0
3511.0,,2.04,126.0,,Slow,
,94.0,8.11,303.0,,Moderate,72.0
3513.0,60.0,error,301.0,Bus,,99.0
3514.0,48.0,0.62,321.0,Bus,,12.0
3515.0,65.0,4.47,174.0,3-Wheeler,,21.0
3516.0,73.0,9.6,100.0,3-Wheeler,Fast,87.0
3517.0,71.0,,,Car,Moderate,
3518.0,81.0,5.91,264.0,CAR,fast,25.0
3519.0,,,245.0,car,Fast,24.0
3520.0,27.0,4.8,N/A,,,56.0
3521.0,29.0,2.19,197.0,Car,SLOW,96.0
3522.0,57.0,3.13,142.0,,SLOW,59.0
3523.0,78.0,5.11,,,,
3524.0,41.0,3.75,450.0,2-Wheeler,SLOW,
3525.0,,7.91,289.0,Car,SLOW,70.0
3526.0,54.0,5.79,467.0,Car,fast,12.0
3527.0,59.0,error,413.0,CAR,,42.0
3528.0,51.0,2.52,456.0,3-Wheeler,Moderate,53.0
3529.0,99.0,1.88,287.0,Bus,Moderate,25.0
3530.0,98.0,,283.0,3-Wheeler,Moderate,44.0
3531.0,29.0,7.4,418.0,car,SLOW,98.0
3532.0,21.0,9.01,575.0,Bus,,80.0
3533.0,,7.96,499.0,Car,Fast,89.0
3534.0,,7.26,,CAR,Slow,47.0
3535.0,93.0,,,,Slow,47.0
3536.0,,2.45,590.0,,Moderate,68.0
,71.0,6.35,,3-Wheeler,Fast,70.0
3538.0,55.0,1.2,539.0,Bus,fast,99.0
3539.0,37.0,3.42,434.0,car,Fast,76.0
3540.0,98.0,4.8,566.0,3-Wheeler,fast,47.0
3541.0,96.0,3.23,278.0,Car,Fast,88.0
3542.0,98.0,4.51,,car,,30.0
3543.0,49.0,error,429.0,Bus,Fast,49.0
3544.0,66.0,9.78,389.0,2-Wheeler,,89.0
3545.0,41.0,4.23,491.0,car,Slow,74.0
3546.0,91.0,3.5,,,Fast,25.0
3547.0,31.0,2.57,513.0,3-Wheeler,Fast,16.0
3548.0,43.0,4.03,514.0,2-Wheeler,Slow,49.0
3549.0,51.0,7.74,404.0,2-Wheeler,Moderate,74.0
3550.0,63.0,4.24,,2-Wheeler,Fast,60.0
3551.0,95.0,,556.0,CAR,Slow,84.0
3552.0,95.0,2.82,526.0,,Moderate,45.0
3553.0,41.0,0.79,302.0,Car,Slow,41.0
3554.0,42.0,2.13,546.0,Bus,Fast,10.0
3555.0,36.0,2.74,294.0,Bus,Slow,18.0
3556.0,73.0,9.4,106.0,2-Wheeler,Fast,19.0
3557.0,69.0,7.76,376.0,2-Wheeler,SLOW,18.0
3558.0,48.0,3.48,435.0,CAR,Fast,79.0
3559.0,40.0,6.94,273.0,Bus,Fast,83.0
3560.0,56.0,,525.0,Car,fast,
3561.0,,8.36,,3-Wheeler,Fast,75.0
3562.0,39.0,,523.0,car,,48.0
3563.0,35.0,6.64,230.0,car,,91.0
3564.0,90.0,3.83,432.0,CAR,Slow,68.0
,30.0,6.48,566.0,3-Wheeler,Slow,32.0
3566.0,80.0,8.78,146.0,CAR,Fast,20.0
3567.0,unknown,4.32,N/A,Bus,,13.0
3568.0,52.0,6.17,506.0,3-Wheeler,Slow,33.0
3569.0,30.0,,459.0,3-Wheeler,Moderate,52.0
3570.0,84.0,9.39,246.0,2-Wheeler,,17.0
3571.0,,error,,,,54.0
3572.0,96.0,2.94,524.0,,,
3573.0,43.0,3.5,578.0,Bus,,53.0
3574.0,52.0,,586.0,CAR,,40.0
3575.0,,0.91,147.0,,Slow,
,52.0,2.46,227.0,,,34.0
,23.0,7.17,389.0,CAR,Fast,19.0
3578.0,81.0,9.22,135.0,2-Wheeler,,38.0
,49.0,1.46,234.0,Car,SLOW,34.0
3580.0,44.0,5.94,596.0,,fast,32.0
3581.0,77.0,2.77,278.0,,Moderate,69.0
3582.0,76.0,6.44,157.0,CAR,,64.0
3583.0,36.0,6.21,521.0,CAR,fast,64.0
3584.0,81.0,8.85,457.0,car,fast,84.0
3585.0,77.0,2.67,234.0,3-Wheeler,,20.0
3586.0,unknown,9.8,N/A,3-Wheeler,Fast,19.0
3587.0,59.0,1.09,398.0,2-Wheeler,Slow,54.0
3588.0,47.0,1.53,133.0,3-Wheeler,fast,15.0
,,2.38,433.0,3-Wheeler,SLOW,90.0
3590.0,85.0,1.43,559.0,3-Wheeler,Fast,21.0
3591.0,77.0,error,,Bus,,
3592.0,37.0,,440.0,Bus,fast,33.0
3593.0,37.0,9.88,229.0,,Moderate,36.0
3594.0,61.0,4.08,423.0,Bus,Fast,50.0
3595.0,21.0,2.27,N/A,Car,Fast,35.0
3596.0,30.0,4.37,483.0,Car,fast,10.0
3597.0,,5.72,400.0,Bus,Slow,96.0
3598.0,72.0,5.44,N/A,car,Moderate,24.0
3599.0,31.0,5.82,256.0,CAR,Fast,97.0
,22.0,3.55,374.0,CAR,Fast,73.0
3601.0,57.0,,N/A,,,12.0
3602.0,67.0,7.82,120.0,,,95.0
3603.0,,3.81,187.0,Car,Slow,89.0
3604.0,unknown,7.0,226.0,Bus,Fast,37.0
3605.0,37.0,9.57,508.0,Car,SLOW,93.0
3606.0,48.0,6.81,582.0,Bus,Slow,45.0
3607.0,69.0,3.83,362.0,Bus,Slow,61.0
3608.0,40.0,2.43,452.0,2-Wheeler,Fast,58.0
3609.0,57.0,9.94,160.0,Car,Slow,45.0
3610.0,54.0,6.69,395.0,Bus,fast,52.0
3611.0,71.0,7.87,509.0,Car,,47.0
3612.0,92.0,8.71,533.0,3-Wheeler,Fast,
3613.0,37.0,2.0,513.0,3-Wheeler,Slow,56.0
,,6.92,302.0,Bus,Slow,19.0
3615.0,,8.45,155.0,Bus,,
3616.0,26.0,5.55,499.0,car,Moderate,48.0
3617.0,24.0,6.29,293.0,Bus,SLOW,49.0
3618.0,54.0,8.92,411.0,Car,Fast,73.0
3619.0,27.0,2.25,109.0,3-Wheeler,Slow,70.0
3620.0,26.0,3.59,205.0,car,Moderate,80.0
3621.0,unknown,1.13,209.0,3-Wheeler,Fast,95.0
3622.0,24.0,0.5,532.0,,,12.0
3623.0,87.0,0.72,,Bus,Slow,86.0
3624.0,48.0,8.9,477.0,car,Moderate,59.0
3625.0,,2.73,N/A,Bus,Slow,31.0
3626.0,,,379.0,car,fast,96.0
3627.0,20.0,3.08,164.0,car,,26.0
3628.0,40.0,8.38,,3-Wheeler,Slow,50.0
3629.0,34.0,6.52,285.0,Bus,Fast,54.0
3630.0,42.0,8.1,275.0,,Moderate,21.0
3631.0,21.0,,191.0,car,SLOW,62.0
3632.0,54.0,7.38,300.0,3-Wheeler,Slow,34.0
3633.0,91.0,6.83,351.0,,,24.0
3634.0,71.0,4.01,161.0,2-Wheeler,Slow,89.0
3635.0,31.0,4.3,156.0,,,49.0
3636.0,,5.04,582.0,,Slow,
3637.0,unknown,6.55,285.0,Car,Fast,22.0
3638.0,76.0,,345.0,Bus,,64.0
3639.0,68.0,9.86,444.0,,SLOW,70.0
3640.0,35.0,5.51,358.0,2-Wheeler,Moderate,91.0
3641.0,39.0,,435.0,Bus,Slow,72.0
3642.0,76.0,7.94,,3-Wheeler,Fast,42.0
3643.0,74.0,1.08,479.0,2-Wheeler,Fast,22.0
3644.0,34.0,,298.0,Car,Slow,13.0
3645.0,29.0,5.17,164.0,Bus,Slow,44.0
3646.0,31.0,,339.0,CAR,Fast,
3647.0,42.0,0.53,593.0,car,Slow,83.0
3648.0,63.0,5.95,340.0,CAR,SLOW,90.0
3649.0,51.0,0.68,521.0,CAR,,75.0
3650.0,unknown,7.33,475.0,CAR,fast,31.0
